phrase,frame,silent,amp,stopbit,pitch,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10
13,17,0,59,0,46,47,27,5,6,0,1,2,4,6,6
13,18,0,58,0,47,50,25,6,6,0,2,2,4,7,5
13,19,0,50,0,48,61,25,7,4,0,4,3,5,6,3
13,20,0,28,0,50,118,18,2,2,0,7,5,2,1,3
13,21,0,21,0,51,121,14,2,1,2,7,3,2,3,3
13,22,0,12,0,51,123,11,1,3,2,7,4,3,1,4
13,23,0,27,0,52,68,26,5,7,3,3,1,4,0,4
13,24,0,30,0,40,93,21,4,4,0,5,1,5,5,5
13,25,0,56,0,45,78,24,3,4,0,5,2,2,6,7
13,26,0,58,0,46,81,21,2,4,0,5,1,1,7,7
13,27,0,56,0,46,78,20,3,5,1,4,0,2,7,6
13,28,0,50,0,46,88,15,5,4,1,5,0,6,6,3
13,29,0,52,0,46,83,17,5,4,1,4,0,6,7,2
13,30,0,53,0,46,82,17,5,4,1,4,0,4,7,4
13,31,0,57,0,46,76,22,3,5,1,4,1,2,7,6
13,32,0,60,0,46,65,26,2,5,2,3,1,2,6,7
13,33,0,62,0,46,56,28,2,5,2,3,2,1,5,7
13,34,0,62,0,46,57,28,2,5,1,2,2,2,5,7
13,35,0,62,0,47,57,28,3,4,1,2,2,2,5,7
13,36,0,62,0,47,57,29,3,4,2,2,1,3,6,7
13,37,0,35,0,47,114,20,1,3,1,4,3,5,6,4
13,38,0,29,0,47,120,18,0,3,3,5,3,4,4,3
13,39,0,34,0,48,96,28,3,1,3,3,3,5,3,4
13,40,0,37,0,48,52,31,5,4,2,4,0,6,4,4
13,41,0,28,0,48,111,25,3,4,1,3,3,6,6,4
13,42,0,26,0,48,110,24,4,6,1,2,3,3,1,3
13,43,0,18,0,48,108,24,4,5,2,4,1,5,0,4
13,44,0,9,0,48,81,24,3,7,2,4,4,5,3,3
14,0,0,9,0,0,42,20,5,7,2,3,1,1,3,6
14,1,0,48,0,40,67,25,5,5,0,1,3,4,7,6
14,2,0,55,0,46,58,28,5,6,0,1,2,5,6,5
14,3,0,57,0,46,52,28,5,5,1,1,1,5,6,5
14,4,0,55,0,46,50,31,5,5,1,1,1,5,7,5
14,5,0,54,0,46,59,30,4,4,0,1,2,6,6,4
14,6,0,52,0,46,67,30,3,3,0,1,3,6,5,3
14,7,0,51,0,46,79,26,4,3,0,2,5,6,4,4
14,8,0,49,0,46,79,28,2,3,0,2,5,7,4,3
14,9,0,48,0,45,81,28,2,3,0,2,6,7,3,3
14,10,0,47,0,45,80,28,2,3,0,2,7,6,3,4
14,11,0,44,0,45,98,22,2,2,0,6,6,4,3,5
14,12,0,48,0,45,78,26,5,2,0,3,5,6,5,4
14,13,0,50,0,46,47,28,6,7,0,1,1,5,6,6
14,14,0,26,0,47,95,27,5,3,0,6,4,6,2,4
14,15,0,11,0,52,80,29,6,5,0,3,3,5,6,4
14,16,0,5,0,43,88,26,5,2,0,5,3,4,3,5
14,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,20,0,7,0,0,12,24,5,7,1,3,2,5,2,3
14,21,0,7,0,0,3,21,4,7,4,4,2,4,3,2
14,22,0,11,0,0,32,24,6,7,2,4,1,4,4,4
14,23,0,61,0,44,39,23,6,6,1,2,1,3,6,6
14,24,0,62,0,45,30,22,5,6,3,2,2,2,4,7
14,25,0,62,0,46,38,23,5,5,2,2,2,2,5,7
14,26,0,62,0,46,38,23,5,5,2,2,3,1,4,7
14,27,0,62,0,46,39,23,4,5,2,2,3,1,3,7
14,28,0,62,0,46,39,23,4,5,3,2,3,1,2,7
14,29,0,62,0,46,45,23,4,5,3,2,3,1,2,7
14,30,0,55,0,46,58,22,4,4,3,2,4,0,4,7
14,31,0,40,0,48,80,18,5,4,3,3,4,2,7,6
14,32,0,24,0,47,111,21,5,3,2,6,4,3,1,5
14,33,0,14,0,47,101,20,3,5,3,5,5,5,3,7
14,34,0,6,0,46,82,24,3,5,1,4,3,4,2,7
14,35,0,11,0,46,43,30,4,6,4,5,2,5,2,4
14,36,0,4,0,0,50,23,3,4,4,5,3,5,0,5
14,37,0,40,0,43,74,15,2,7,5,4,1,1,5,6
14,38,0,56,0,44,69,22,0,5,6,5,1,1,2,7
14,39,0,58,0,45,63,22,1,4,6,5,0,1,2,7
14,40,0,56,0,46,62,22,0,4,6,6,0,1,2,7
14,41,0,56,0,46,60,23,0,4,6,6,0,1,2,7
14,42,0,53,0,46,68,19,1,5,6,4,0,1,4,7
14,43,0,50,0,46,75,16,1,7,5,3,0,3,5,6
14,44,0,48,0,46,76,14,2,7,5,2,0,3,6,6
14,45,0,48,0,46,76,16,1,7,5,2,0,3,6,6
14,46,0,48,0,46,76,14,2,7,5,2,0,3,6,6
14,47,0,46,0,45,77,17,1,7,4,1,0,4,6,6
14,48,0,41,0,49,79,20,0,7,4,2,0,4,6,7
14,49,0,15,0,49,91,15,0,7,3,2,3,6,7,7
14,50,0,7,0,49,88,16,0,6,4,6,1,4,6,7
14,51,0,4,0,48,87,16,0,7,4,5,1,4,5,6
15,0,0,33,0,44,47,21,1,5,6,3,1,4,5,4
15,1,0,51,0,44,45,23,1,5,7,4,1,4,5,5
15,2,0,56,0,43,55,18,1,6,6,3,1,5,6,4
15,3,0,61,0,45,49,22,1,5,6,4,0,4,6,5
15,4,0,61,0,45,48,22,1,4,6,4,0,4,6,6
15,5,0,61,0,45,48,22,1,4,6,4,0,4,6,6
15,6,0,61,0,46,49,21,1,5,6,4,0,4,5,5
15,7,0,61,0,46,50,20,2,6,6,3,1,4,5,5
15,8,0,60,0,46,50,21,2,6,5,3,1,4,5,5
15,9,0,59,0,46,53,20,3,6,4,3,2,5,5,4
15,10,0,57,0,46,57,20,5,6,3,3,2,5,4,4
15,11,0,58,0,46,55,23,3,7,3,3,2,4,4,4
15,12,0,57,0,46,60,24,3,7,3,2,2,4,3,5
15,13,0,47,0,47,85,23,4,6,1,3,2,1,3,5
15,14,0,49,0,46,95,23,4,5,0,4,1,2,3,5
15,15,0,49,0,46,93,24,4,5,0,4,2,2,2,5
15,16,0,46,0,46,98,23,3,5,0,4,2,2,2,5
15,17,0,37,0,46,112,18,3,5,0,4,2,3,4,6
15,18,0,25,0,45,119,21,2,4,1,4,2,4,3,7
15,19,0,21,0,45,109,23,2,7,4,2,1,3,1,5
15,20,0,15,0,45,81,23,3,7,3,3,4,3,3,3
15,21,0,9,0,45,59,17,4,7,4,2,3,6,3,6
15,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,25,0,2,0,0,47,22,1,6,5,4,1,4,4,5
15,26,0,4,0,0,54,21,2,6,4,3,2,6,5,3
15,27,0,6,0,0,62,25,1,6,6,4,2,5,5,2
15,28,0,57,0,48,54,23,2,6,6,3,1,5,5,4
15,29,0,59,0,47,53,23,2,6,6,3,1,4,4,4
15,30,0,57,0,47,58,24,2,6,6,3,2,3,2,5
15,31,0,53,0,46,69,23,2,7,5,3,2,2,2,5
15,32,0,50,0,46,82,21,4,6,3,5,0,3,1,4
15,33,0,45,0,46,91,23,4,2,4,3,1,4,0,5
15,34,0,46,0,46,97,23,4,2,2,4,2,5,2,3
15,35,0,43,0,46,101,22,4,1,2,4,2,6,2,4
15,36,0,40,0,46,110,19,3,1,2,6,2,5,3,3
15,37,0,31,0,47,117,11,3,2,4,7,1,4,3,4
15,38,0,24,0,50,118,10,3,4,3,7,2,4,4,5
15,39,0,40,0,46,93,18,5,2,5,3,0,3,5,7
15,40,0,51,0,46,73,21,6,2,3,4,1,1,3,7
15,41,0,52,0,46,66,23,6,2,2,2,3,2,4,7
15,42,0,53,0,46,59,24,6,3,1,1,3,2,6,7
15,43,0,55,0,46,55,23,6,4,1,1,2,2,7,7
15,44,0,55,0,47,59,23,6,4,0,2,2,4,7,6
15,45,0,56,0,47,54,24,6,5,0,2,2,4,7,6
15,46,0,57,0,46,43,24,6,6,1,1,1,3,6,7
15,47,0,54,0,46,45,25,6,6,0,1,1,3,6,7
15,48,0,53,0,46,38,28,5,7,2,0,1,4,5,7
15,49,0,47,0,49,46,28,4,6,0,0,2,4,6,7
15,50,0,37,0,47,61,27,4,5,0,2,4,6,7,4
15,51,0,12,0,48,71,27,3,4,0,3,5,6,7,4
15,52,0,13,0,47,59,24,6,3,0,3,1,7,7,4
